pbds_code,item_id,title,card_name,set_name,card_number,edition,print_variant,grader,grade,grade_label,sold_price,currency,shipping,transaction_type,bid_count,created_at,seller,seller_feedback,seller_feedback_pct,cert_number,location,condition,returns_accepted,obo_min_price,current_bid,watchers,listing_url
TRK047-2000-1E-STD,1.57751E+11,2000 Pokémon Team Rocket Regular 1st Edition Magikarp 47/82 PSA 7,Magikarp,Team Rocket,47/82,1st Edition,Standard,PSA,NM 7,,$35.00 ,USD,6,Best Offer,,3/23/2026,fepocollection,1900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157751485658
TRK047-2000-1E-STD,1.27818E+11,Magikarp #47 1st Edition Team Rocket 2000 Pokemon CGC 10 GEM MINT,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$123.07 ,CAD,10.86,Best Offer,,4/15/2026,thegradedhub,3600,99.80%,,Canada,New (Other),,,,,https://www.ebay.com/itm/127817553026
TRK056-2000-1E-STD,1.2739E+11,PSA CGC 10 2000 Pokemon Team Rocket #56 EKANS 1st Edition,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,,$55.00 ,USD,8.75,Best Offer,,4/13/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127389741214
TRK056-2000-1E-STD,3.77068E+11,PSA 10 GEM MINT Ekans 56/82 Team Rocket 1ST EDITION Pokemon Card,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$100.00 ,USD,5.97,Best Offer,,3/28/2026,culjor0,32,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/377067831507
TRK056-2000-1E-STD,3.58422E+11,Pokémon 2000 Team Rocket Ekans 1st Edition Common 56/82 PSA 10 English,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,,$30.00 ,USD,6.07,Best Offer,,4/11/2026,jmcollects_09,332,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358421558106
TRK056-2000-1E-STD,2.67622E+11,PSA 10 GEM MINT Ekans 56/82 Team Rocket 1ST EDITION Pokemon Card,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$129.99 ,USD,0,Buy It Now,,4/18/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267621781853
TRK056-2000-1E-STD,2.57397E+11,2000 Pokemon 1st Edition Team Rocket Ekans #56 PSA 10,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,,$105.00 ,USD,5.99,Buy It Now,,3/11/2026,5_star_cards,105700,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/257396769330
TRK056-2000-1E-STD,3.18159E+11,Ekans 56/82 Team Rocket 1st Edition CGC 9.5 Pokémon Card,Ekans,Team Rocket,56/82,1st Edition,Standard,CGC,Mint+ 9.5,,$25.00 ,USD,6.24,Best Offer,,4/23/2026,edwbeaur-0,86,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318159324557
TRK056-2000-1E-STD,3.18205E+11,Pokémon Ekans Team Rocket 1st Edition CGC 9 Graded 56/82 Card English 2000,Ekans,Team Rocket,56/82,1st Edition,Standard,CGC,9,,$12.00 ,USD,5.97,Best Offer,,4/29/2026,becsss10,5,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318204754086
TRK056-2000-1E-STD,2.36706E+11,Ekans 1st Edition Team Rocket 56/82 PSA 9 Mint Pokemon Card,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Mint 9,Mint,$20.32 ,USD,5.72,Buy It Now,,4/16/2026,pja_45,220,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/236706378650
TRK056-2000-1E-STD,1.85979E+11,Pokemon PSA 8 1ST EDITION EKANS 56/82 - TEAM ROCKET SET - NM/MT,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,NM-MT 8,NM,$21.00 ,USD,0,Buy It Now,,4/28/2026,thepokemonshark,8300,99.90%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/185978548696
TRK056-2000-1E-STD,3.27013E+11,PSA 10 Ekans 1st Edition Team Rocket 56/82 1st Edition Pokemon Card,Ekans,Team Rocket,56/82,1st Edition,Standard,PSA,Gem Mint 10,,$115.00 ,USD,0,Buy It Now,,3/2/2026,millenniumrose,48600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327012749792
TRK058-2000-1E-STD,1.27399E+11,2000 Pokémon Team Rocket 1st Edition Koffing 58/82 Gem Mint PSA CGC 10,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$60.00 ,USD,8.75,Best Offer,,5/20/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127399184724
TRK058-2000-1E-STD,2.27249E+11,CGC 9 Koffing 58/82 2000 Team Rocket 1st Edition Common Pokemon Card,Koffing,Team Rocket,58/82,1st Edition,Standard,CGC,9,,$20.00 ,USD,0,Buy It Now,,5/23/2026,legends_lugia,20200,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/227249106837
TRK058-2000-1E-STD,1.68204E+11,Koffing 58/82 1st Edition Pokemon Team Rocket CGC 10 Gem Mint,Koffing,Team Rocket,58/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$50.00 ,USD,5.83,Best Offer,,5/16/2026,returnoftheslabs,40,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168203992055
TRK058-2000-1E-STD,3.89648E+11,Koffing 2000 Pokemon Team Rocket 1st edition PSA 10,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Gem Mint 10,,$110.00 ,USD,5.97,Best Offer,,2/26/2026,tysch-70,201,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389648253987
TRK058-2000-1E-STD,2.77861E+11,PSA 9 Pokemon 2000 1st Edition Team Rocket Koffing #58,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,,$38.00 ,USD,8.75,Best Offer,,4/24/2026,209_pamer,696,98.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/277861484706
TRK058-2000-1E-STD,2.27253E+11,Pokémon TCG Koffing Team Rocket 1st Edition 58/82 CGC 9.5 Basic 40 HP,Koffing,Team Rocket,58/82,1st Edition,Standard,CGC,Mint+ 9.5,,$23.00 ,USD,6.24,Best Offer,,3/12/2026,greyelkz,51,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227252748223
TRK058-2000-1E-STD,2.98151E+11,Koffing Pokémon TCG Team Rocket 1st Edition CGC 10 58/82 Common Regular English,Koffing,Team Rocket,58/82,1st Edition,Standard,CGC,10,,$19.99 ,USD,5.97,Best Offer,,3/29/2026,shearin88,93,98%,,United States,New (Other),,,,,https://www.ebay.com/itm/298151469359
TRK058-2000-1E-STD,2.7784E+11,PSA 10 GEM MINT Koffing 58/82 Team Rocket 1ST EDITION Pokemon Card,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$154.99 ,USD,0,Buy It Now,,4/18/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/277840054554
TRK058-2000-1E-STD,1.576E+11,PSA 9 Pokemon 2000 1st Edition Team Rocket Koffing #58,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,,$38.00 ,USD,0,Buy It Now,,3/10/2026,blackstagcards,1800,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157600410651
TRK058-2000-1E-STD,3.17639E+11,2000 Pokémon Koffing 1st Edition Team Rocket #58 - PSA 9 MINT,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,Mint,$28.00 ,USD,5.4,Best Offer,,3/11/2026,kitschykoop,71,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/317639406097
TRK058-2000-1E-STD,3.97664E+11,2000 Pokemon Team Rocket 1st Edition Koffing 58/82 PSA 9 Mint,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,Mint,$35.00 ,USD,0,Buy It Now,,3/24/2026,irish_dude,158,99.40%,,United States,New (Other),,,,,https://www.ebay.com/itm/397664036142
TRK058-2000-1E-STD,1.35569E+11,2000 Pokemon Team Rocket 1st Edition Koffing 58/82 PSA 9 Mint,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,Mint,$34.95 ,USD,0,Buy It Now,,3/11/2026,limitedgoodsstore,490,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/135569268829
TRK058-2000-1E-STD,1.35569E+11,2000 Pokemon Team Rocket 1ST EDITION Koffing COMMON Card 58/82 - PSA 8,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,NM-MT 8,,$33.95 ,USD,0,Buy It Now,,3/11/2026,limitedgoodsstore,490,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/135569270628
TRK058-2000-1E-STD,3.89646E+11,2000 Pokemon Team Rocket 1st Edition Koffing 58/82 PSA 9 Mint,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,Mint 9,Mint,$26.00 ,USD,0,Buy It Now,,3/10/2026,brandoscards,230,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389646203364
TRK058-2000-1E-STD,4.03486E+11,2000 1st Edition Team Rocket Pokémon Card #58 KOFFING PSA 7 Card Near Mint,Koffing,Team Rocket,58/82,1st Edition,Standard,PSA,NM 7,NM,$30.00 ,USD,5.99,Best Offer,,3/11/2026,schmukemon_cards,1100,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/403485726265
TRK070-2000-1E-STD,1.27399E+11,PSA CGC 10 Zubat Team Rocket 1st Edition Pokemon 2000 70/82,Zubat,Team Rocket,70/82,1st Edition,Standard,PSA,Gem Mint 10,,$60.00 ,USD,8.75,Best Offer,,5/20/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127399184706
TRK015-2000-1E-HOLO,3.58339E+11,Pokémon Here Comes Team Rocket! Team Rocket 1st Edition Holo PSA 8 #15/82,Here Comes Team Rocket!,Team Rocket,15/82,1st Edition,Holo,PSA,NM-MT 8,,$90.00 ,USD,5.97,Best Offer,,4/18/2026,ericdelgad-4,176,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358338631962
TRK015-2000-1E-HOLO,3.66234E+11,Pokémon Here Comes Team Rocket! Team Rocket 1st Edition Holo PSA 8 #15/82,Here Comes Team Rocket!,Team Rocket,15/82,1st Edition,Holo,PSA,NM-MT 8,,$93.99 ,USD,4.99,Buy It Now,,4/15/2026,716_sports.cards,3100,99.70%,,United States,New (Other),,,,,https://www.ebay.com/itm/366233988949
TRK015-2000-1E-HOLO,1.57841E+11,2000 Pokemon Rocket Here Comes Team Rocket! Holo 1st Edition PSA 10 15/82,Here Comes Team Rocket!,Team Rocket,15/82,1st Edition,Holo,PSA,Gem Mint 10,,$720.00 ,USD,14.05,Best Offer,,4/18/2026,nedstark1123,54,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157840747564
TRK071-2000-1E-STD,1.2739E+11,CGC 9 Here Comes Team Rocket! Team Rocket 1st Edition 71/82 Pokemon Card,Here Comes Team Rocket!,Team Rocket,71/82,1st Edition,Standard,CGC,9,,$45.99 ,USD,8.75,Best Offer,,4/4/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127389741229
TRK061-2000-1E-STD,2.57352E+11,CGC 10 GEM MINT Mankey 1st Edition 61/82 Pokémon Team Rocket Non Holo (PSA),Mankey,Team Rocket,61/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$49.99 ,USD,5.95,Best Offer,,3/24/2026,aquascollectibles,4600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/257352439942
TRK061-2000-1E-STD,2.67636E+11,CGC 10 Mankey 61/82 Pokémon 2000 1st Edition Team Rocket Wotc Tcg Card Nm M,Mankey,Team Rocket,61/82,1st Edition,Standard,CGC,10,,$49.95 ,USD,0,Buy It Now,,4/29/2026,coffeecorp,2100,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267635642733
TRK002-2000-1E-HOLO,3.06931E+11,Dark Arbok 2/82 Team Rocket 1st Edition Holo PSA CGC 8.5 WOTC 2000 Pokémon MINT,Dark Arbok,Team Rocket,Feb-82,1st Edition,Holo,PSA,NM-MT+ 8.5,Mint,$89.99 ,USD,9.54,Best Offer,,5/13/2026,mic9108-nr5hhz1,129,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/306931346702
TRK043-2000-1E-STD,2.27251E+11,PSA 10 Dark Primeape 43 1st Edition Team Rocket Vintage Non-Holo,Dark Primeape,Team Rocket,43/82,1st Edition,Standard,PSA,Gem Mint 10,,$495.00 ,USD,0,Buy It Now,,3/17/2026,gold_tcg_collectibles,3700,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227250509512
TRK074-2000-1E-STD,1.27399E+11,2000 Pokemon Team Rocket 1st Edition Challenge! 74/82 PSA CGC 9.5 Mint Trainer,Challenge!,Team Rocket,74/82,1st Edition,Standard,PSA,Mint+ 9.5,Mint,$45.00 ,USD,8.75,Best Offer,,4/18/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127399184685
TRK051-2000-1E-STD,1.27399E+11,2000 POKEMON TEAM ROCKET 51/82 DARK RATICATE 1ST EDITION MINT PSA CGC 10,Dark Raticate,Team Rocket,51/82,1st Edition,Standard,PSA,Gem Mint 10,Mint,$65.00 ,USD,8.75,Best Offer,,4/18/2026,itsstock2022,1100,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/127399184692
TRK054-2000-1E-STD,1.57596E+11,2000 Pokemon 1st Edition Team Rocket #54 Drowzee PSA 10 Card GEM MINT!,Drowzee,Team Rocket,54/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$199.97 ,USD,0,Buy It Now,,4/23/2026,pokefeensstore,5600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/157595909595
TRK080-2000-1E-STD,1.88264E+11,PSA 10 GEM MINT Rainbow Energy 80/82 Team Rocket 1ST EDITION Pokemon Card,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$160.02 ,USD,5.97,Auction,42,4/17/2026,dgunter630,69,97.20%,,United States,New (Other),,,,,https://www.ebay.com/itm/188263890428
TRK080-2000-1E-STD,2.98246E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #80/82 RAINBOW ENERGY CGC 9.5,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,CGC,Mint+ 9.5,,$14.50 ,USD,5.99,Auction,8,5/3/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298246398501
TRK080-2000-1E-STD,4.06749E+11,2000 Pokemon Team Rocket 1st Edition Rainbow Energy 80 PSA 8 NM-MINT,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,PSA,NM-MT 8,NM,$10.50 ,USD,6,Auction,3,3/15/2026,jerpr854,305,99.70%,,United States,New (Other),,,,,https://www.ebay.com/itm/406748775021
TRK080-2000-1E-STD,3.66333E+11,2000 Pokemon Team Rocket 1st Edition Rainbow Energy 80/82 PSA 9 Mint,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,PSA,Mint 9,Mint,$41.00 ,USD,6,Auction,10,4/14/2026,c20ingram,751,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366332696555
TRK080-2000-1E-STD,1.47249E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #80/82 RAINBOW ENERGY CGC 9.5/10,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,CGC,Mint+ 9.5,,$59.00 ,USD,9.45,Auction,11,4/15/2026,piratekingcardsandcollectibles,252,99%,,United States,New (Other),,,,,https://www.ebay.com/itm/147248771931
TRK080-2000-1E-STD,2.87167E+11,Pokemon Rainbow Energy Team Rocket 1st Edition NON Holo Rare #80 PSA 10 Gem Mint,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$170.50 ,USD,5.99,Auction,24,3/8/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287166943047
TRK080-2000-1E-STD,2.98246E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #80 RAINBOW ENERGY R BGS 9,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,BGS,Mint 9,,$27.00 ,USD,5.99,Auction,9,5/2/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298246417785
TRK080-2000-1E-STD,2.57455E+11,Rainbow Energy - 2000 Team Rocket #80 1ST EDITION PSA 9,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,PSA,Mint 9,,$20.00 ,USD,6.59,Auction,14,4/19/2026,estatebazaar,2500,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/257454872859
TRK080-2000-1E-STD,1.88097E+11,Pokemon Rainbow Energy Team Rocket 1st Edition CGC Rare #80 CGC 9 Slab,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,CGC,9,,$38.05 ,CAD,14.78,Auction,15,3/8/2026,killincards,2100,93.70%,,Canada,New (Other),,,,,https://www.ebay.com/itm/188096775240
TRK080-2000-1E-STD,3.89891E+11,Pokemon Rainbow Energy 2000 Team Rocket 1st Edition HOLO R BGS 9,Rainbow Energy,Team Rocket,80/82,1st Edition,Standard,BGS,Mint 9,,$95.00 ,USD,7.95,Auction,19,4/22/2026,ryans_cardhouse,23400,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389890906305
TRK017-2000-1E-HOLO,2.87248E+11,Pokemon Rainbow Energy Team Rocket 1st Edition Holo Rare #17 PSA 9 Mint,Rainbow Energy,Team Rocket,17/82,1st Edition,Holo,PSA,Mint 9,Mint,$58.12 ,USD,6.99,Auction,10,4/12/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287247568906
TRK017-2000-1E-HOLO,2.87292E+11,Pokemon Rainbow Energy Team Rocket 1st Edition Holo Rare #17 PSA 9 Mint,Rainbow Energy,Team Rocket,17/82,1st Edition,Holo,PSA,Mint 9,Mint,$86.50 ,USD,6.99,Auction,15,5/3/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287292261798
TRK017-2000-1E-HOLO,1.78062E+11,Pokemon TCG Team Rocket Rainbow Energy 17/82 Holo Rare 1st Ed PSA 9 English 2000,Rainbow Energy,Team Rocket,17/82,1st Edition,Holo,PSA,Mint 9,,$142.50 ,USD,5.97,Auction,5,4/26/2026,lilleyman1,204,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/178062381823
TRK017-2000-1E-HOLO,1.27749E+11,2000 Pokemon Team Rocket First Edition Rainbow Energy Holo #17/82 PSA 8,Rainbow Energy,Team Rocket,17/82,1st Edition,Holo,PSA,NM-MT 8,,$51.00 ,USD,4.99,Auction,18,3/21/2026,dcsports87,1400000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/127748859452
TRK079-2000-1E-STD,4.06936E+11,Sleep! 79/82 1st Edition Team Rocket Vintage Pokemon Card CGC Mint 9,Sleep!,Team Rocket,79/82,1st Edition,Standard,CGC,9,Mint,$10.50 ,USD,5.17,Auction,2,5/23/2026,mmoran_5,68,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406935809081
TRK079-2000-1E-STD,3.66336E+11,Sleep! 1st Edition Team Rocket Pokemon 79/82 PSA 9 MINT,Sleep!,Team Rocket,79/82,1st Edition,Standard,PSA,Mint 9,Mint,$12.50 ,USD,6,Auction,4,4/15/2026,c20ingram,751,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366335515222
TRK079-2000-1E-STD,3.89803E+11,2000 Pokemon Team Rocket 1st Edition #79 Sleep! CGC 8.5 NM-MT+,Sleep!,Team Rocket,79/82,1st Edition,Standard,CGC,8.5,,$12.50 ,USD,5.5,Auction,8,4/2/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/389803496854
TRK075-2000-1E-STD,2.87167E+11,Pokemon Digger Team Rocket 1st Edition #75 CGC 9.5,Digger,Team Rocket,75/82,1st Edition,Standard,CGC,Mint+ 9.5,,$9.03 ,USD,5.99,Auction,8,3/8/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287167054667
TRK075-2000-1E-STD,3.77175E+11,PSA 9 Pokemon 2000 Team Rocket 1st Edition Digger Trainer #75,Digger,Team Rocket,75/82,1st Edition,Standard,PSA,Mint 9,,$24.99 ,USD,5.7,Auction,1,5/17/2026,pikafan25,97,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/377175345008
TRK075-2000-1E-STD,2.57392E+11,Digger 75/82 PSA 9 Team Rocket 1st Edition 2000,Digger,Team Rocket,75/82,1st Edition,Standard,PSA,Mint 9,,$25.55 ,USD,24.2,Auction,5,3/15/2026,collectorscardhouse,4700,100%,,United Kingdom,New (Other),,,,,https://www.ebay.com/itm/257391918851
TRK075-2000-1E-STD,3.66353E+11,Pokemon Digger Team Rocket 1st Edition #75 PSA 9 Mint,Digger,Team Rocket,75/82,1st Edition,Standard,PSA,Mint 9,Mint,$38.50 ,USD,6,Auction,5,4/24/2026,c20ingram,751,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366353037723
TRK075-2000-1E-STD,1.57869E+11,Pokémon Digger Team Rocket Trainer 1st Edition #75/82 English PSA 10 POP 142,Digger,Team Rocket,75/82,1st Edition,Standard,PSA,Gem Mint 10,,$580.00 ,USD,6.07,Auction,8,5/5/2026,wiki_collects,182,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157868530608
TRK075-2000-1E-STD,2.57486E+11,2000 Pokemon Digger Trainer Team Rocket 1st Edition #75/82 CGC 8,Digger,Team Rocket,75/82,1st Edition,Standard,CGC,8,,$13.50 ,USD,0,Auction,2,5/8/2026,sellonlinedirect,2000,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/257486021642
TRK077-2000-1E-STD,2.87278E+11,Pokemon Nightly Garbage Run Team Rocket 1st Edition #77 PSA 8,Nightly Garbage Run,Team Rocket,77/82,1st Edition,Standard,PSA,NM-MT 8,,$12.50 ,USD,6.99,Auction,10,4/26/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287278112672
TRK077-2000-1E-STD,3.18188E+11,Pokémon Nightly Garbage Run 1st Edition PSA 8 Team Rocket 77/82 Uncommon Regular,Nightly Garbage Run,Team Rocket,77/82,1st Edition,Standard,PSA,NM-MT 8,,$20.00 ,USD,0,Auction,1,4/29/2026,tonythetiger209,6,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318188339815
TRK081-2000-1E-STD,3.58304E+11,Pokémon Full Heal Energy Team Rocket 81/82 1st Edition CGC 9 Mint,Full Heal Energy,Team Rocket,81/82,1st Edition,Standard,CGC,9,Mint,$0.99 ,USD,6.07,Auction,1,3/15/2026,bigh-sportscards,67,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358303658256
TRK081-2000-1E-STD,2.87261E+11,Pokemon Full Heal Energy Team Rocket 1st Edition #81 CGC 10 Gem Mint,Full Heal Energy,Team Rocket,81/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$60.00 ,USD,5.89,Auction,1,4/15/2026,urfavpokegirl,170,98.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/287261386179
TRK081-2000-1E-STD,1.78007E+11,Pokemon Full Heal Energy Team Rocket 1st Edition #81 PSA 10 Gem Mint,Full Heal Energy,Team Rocket,81/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$910.00 ,USD,6.24,Auction,23,4/6/2026,cforbes,226,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/178007448356
TRK081-2000-1E-STD,3.89841E+11,Pokemon Full Heal Energy Team Rocket 1st Edition #81 PSA 10 Gem Mint,Full Heal Energy,Team Rocket,81/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$610.63 ,USD,29.08,Auction,11,4/10/2026,monkey_milano,219,100%,,Italy,New (Other),,,,,https://www.ebay.com/itm/389840925783
TRK015-2000-1E-HOLO,3.66393E+11,2000 Pokemon Rocket Here Comes Team Rocket Holo 1st Edition #15 PSA 10 GEM MINT,Here Comes Team Rocket!,Team Rocket,15/82,1st Edition,Holo,PSA,Gem Mint 10,Gem Mint,$740.00 ,USD,18,Auction,44,5/13/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/366392895704
TRK019-2000-1E-STD,1.88299E+11,PSA 10 GEM MINT Dark Arbok 19/82 RARE Team Rocket 1ST EDITION Pokemon Card,Dark Arbok,Team Rocket,19/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$219.39 ,USD,5.97,Auction,29,4/27/2026,dgunter630,69,97.20%,,United States,New (Other),,,,,https://www.ebay.com/itm/188298534519
TRK038-2000-1E-STD,1.17153E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #38 DARK JOLTEON CGC 9,Dark Jolteon,Team Rocket,38/82,1st Edition,Standard,CGC,9,,$46.89 ,USD,5.99,Auction,21,4/27/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117152509487
TRK038-2000-1E-STD,1.17115E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #38 DARK JOLTEON CGC 8.5,Dark Jolteon,Team Rocket,38/82,1st Edition,Standard,CGC,8.5,,$28.00 ,USD,5.99,Auction,13,4/9/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117115198851
TRK038-2000-1E-STD,2.06233E+11,Dark Jolteon 1st Edition Pokemon Team Rocket 38/82 CGC 9.5,Dark Jolteon,Team Rocket,38/82,1st Edition,Standard,CGC,Mint+ 9.5,,$43.00 ,USD,5.72,Auction,20,4/30/2026,funkworkz,2500,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/206233046717
TRK022-2000-1E-STD,1.78129E+11,Dark Dragonite 1st Edition 22/82 Team Rocket Set PSA 9 MINT Pokemon Card,Dark Dragonite,Team Rocket,22/82,1st Edition,Standard,PSA,Mint 9,Mint,$177.50 ,USD,5.97,Auction,37,5/19/2026,cforbes,226,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/178128592008
TRK022-2000-1E-STD,2.87213E+11,Pokemon Dark Dragonite Team Rocket 1st Edition NON Holo Rare #22 PSA 9 Mint,Dark Dragonite,Team Rocket,22/82,1st Edition,Standard,PSA,Mint 9,Mint,$154.50 ,USD,5.99,Auction,30,3/29/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287213027685
TRK022-2000-1E-STD,2.87252E+11,Pokemon Dark Dragonite Team Rocket 1st Edition NON Holo Rare #22 PSA 9 Mint,Dark Dragonite,Team Rocket,22/82,1st Edition,Standard,PSA,Mint 9,Mint,$180.50 ,USD,6.99,Auction,29,4/12/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287251715143
TRK046-2000-1E-STD,3.06801E+11,2000 POKEMON TEAM ROCKET - 1ST EDITION #46/82 DARK WARTORTLE CGC 8.5,Dark Wartortle,Team Rocket,46/82,1st Edition,Standard,CGC,8.5,,$16.50 ,USD,5.99,Auction,9,3/15/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/306801299608
